dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1718485200,2,178.58,0.0,3.68,84.4,2.5,2.15,2.61,0.36
1718488800,2,178.58,0.0,3.34,83.68,2.35,2.37,2.78,0.3
1718492400,2,178.58,0.0,3.26,80.82,2.41,2.29,2.71,0.29
1718496000,2,178.58,0.0,3.38,77.96,2.5,2.36,2.77,0.28
1718499600,2,180.24,0.0,4.37,70.1,3.46,2.42,2.94,0.32
1718503200,2,181.91,0.0,6.08,61.51,5.13,2.39,3.12,0.38
1718506800,1,186.92,0.0,8.57,56.51,7.33,2.63,3.55,0.46
1718510400,1,196.93,0.07,11.31,54.36,9.18,3.43,4.59,0.54
1718514000,1,208.62,0.3,12.34,55.79,9.89,4.54,6.07,0.61
1718517600,1,211.95,0.61,10.97,57.22,8.82,4.68,6.35,0.64
1718521200,2,203.61,0.64,7.88,60.08,6.38,3.18,4.44,0.62
1718524800,2,200.27,0.75,6.51,60.8,5.84,2.21,3.29,0.67
1718528400,2,198.6,0.82,5.27,64.37,5.3,1.97,2.94,0.68
1718532000,2,191.93,0.54,4.5,71.53,4.59,1.61,2.42,0.63
1718535600,2,185.25,0.32,4.71,72.96,4.47,1.12,1.83,0.64
1718539200,2,181.91,0.27,5.06,72.24,4.77,0.91,1.61,0.68
1718542800,2,180.24,0.37,5.65,72.24,5.6,0.81,1.59,0.75
1718546400,2,185.25,0.57,7.71,69.38,7.51,0.99,2.01,0.92
1718550000,2,191.93,0.73,10.54,66.52,9.42,1.5,2.75,1.09
1718553600,2,203.61,0.82,14.22,64.37,11.8,2.13,3.58,1.3
1718557200,2,216.96,0.58,17.14,60.8,13.71,2.83,4.51,1.49
1718560800,2,223.64,0.35,17.31,60.08,13.83,3.31,5.1,1.49
1718564400,1,226.97,0.28,16.79,57.94,12.52,3.61,5.45,1.22
1718568000,1,230.31,0.02,16.28,50.78,10.85,4.23,6.09,0.82
1718571600,1,233.65,0.0,15.59,43.63,9.54,5.71,7.62,0.54
1718575200,1,226.97,0.01,14.39,36.48,7.63,7.54,9.42,0.38
1718578800,1,223.64,0.02,13.88,29.33,6.97,8.89,10.74,0.37
1718582400,1,220.3,0.03,13.71,26.11,7.33,9.51,11.32,0.4
1718586000,1,223.64,0.03,13.88,25.75,7.99,9.66,11.44,0.41
1718589600,1,223.64,0.02,14.22,29.68,8.34,9.52,11.4,0.33
1718593200,1,216.96,0.05,13.54,38.27,8.23,9.14,11.21,0.28
1718596800,1,210.29,0.23,11.65,47.92,7.63,8.96,11.53,0.26
1718600400,1,220.3,1.02,12.68,45.06,8.94,9.63,12.44,0.39
1718604000,1,240.33,3.63,15.94,37.55,12.99,9.95,13.01,0.75
1718607600,1,250.34,5.98,17.65,46.49,18.12,8.82,12.18,1.3
1718611200,2,263.69,7.82,19.88,52.93,23.84,8.35,12.23,1.8
1718614800,2,277.04,8.49,22.28,63.66,29.56,8.57,12.83,2.25
1718618400,2,223.64,3.16,11.48,95.84,15.74,5.33,7.46,1.33
1718622000,3,195.26,1.51,6.43,105.86,9.78,3.64,4.87,0.96
1718625600,3,186.92,1.17,5.18,105.86,8.11,2.99,3.97,0.89
1718629200,3,181.91,1.09,4.71,101.57,7.09,2.24,3.1,0.88
1718632800,2,180.24,1.01,4.46,97.27,6.14,2.03,2.87,0.85
1718636400,2,178.58,0.89,4.37,95.84,5.25,2.41,3.2,0.82
1718640000,2,186.92,1.08,6.43,94.41,7.03,3.02,4.0,0.97
1718643600,2,200.27,1.17,9.34,91.55,9.66,3.81,5.1,1.2
1718647200,2,213.62,0.81,11.82,88.69,11.32,4.79,6.19,1.35
1718650800,2,230.31,0.39,16.96,81.54,14.54,6.12,7.82,1.55
1718654400,2,247.0,0.04,20.73,70.81,16.45,7.27,9.39,1.63
1718658000,2,250.34,0.0,20.91,63.66,15.5,8.11,10.41,1.27
1718661600,1,240.33,0.0,19.54,57.94,13.59,8.69,11.03,0.83
1718665200,1,223.64,0.0,17.14,54.36,11.92,9.32,11.62,0.61
1718668800,2,216.96,0.0,14.91,50.78,10.97,10.19,12.51,0.55
1718672400,2,211.95,0.0,13.19,47.92,10.25,11.19,13.5,0.51
1718676000,2,210.29,0.0,12.34,43.63,9.66,12.1,14.47,0.48
1718679600,2,210.29,0.02,12.17,39.7,9.42,13.12,15.57,0.43
1718683200,2,213.62,0.18,12.68,36.12,9.66,12.44,14.96,0.51
1718686800,2,223.64,0.96,13.37,31.83,10.25,10.59,13.35,0.59
1718690400,1,223.64,2.57,13.19,27.89,10.37,8.51,11.22,0.73
1718694000,1,205.28,1.76,9.77,45.78,8.7,4.43,6.2,0.79
1718697600,1,193.6,1.7,7.2,54.36,7.63,3.32,4.8,0.82
1718701200,2,185.25,1.58,5.48,62.23,6.62,2.52,3.89,0.8
1718704800,2,173.57,0.81,3.21,80.11,3.99,1.31,2.09,0.64
1718708400,2,171.9,0.61,2.68,87.98,3.25,0.95,1.51,0.59
1718712000,2,171.9,0.57,2.57,89.41,3.01,0.86,1.33,0.63
1718715600,2,170.23,0.52,2.48,90.84,2.8,0.79,1.22,0.66
1718719200,2,170.23,0.47,2.51,92.98,2.62,0.61,1.01,0.6
1718722800,2,168.56,0.44,2.63,92.98,2.47,0.53,0.9,0.5
1718726400,2,168.56,0.42,2.96,91.55,2.56,0.67,1.08,0.49
1718730000,2,170.23,0.38,3.43,87.26,2.95,0.85,1.37,0.53
1718733600,2,171.9,0.25,3.86,84.4,3.25,0.88,1.48,0.55
1718737200,2,178.58,0.13,5.57,79.39,4.77,1.09,1.97,0.68
1718740800,2,180.24,0.01,6.17,75.1,5.25,1.32,2.47,0.76
1718744400,2,178.58,0.0,6.17,72.96,5.01,1.33,2.5,0.76
1718748000,2,175.24,0.0,5.91,71.53,4.71,1.19,2.28,0.7
1718751600,2,171.9,0.0,5.65,69.38,4.65,1.09,2.14,0.66
1718755200,2,170.23,0.0,5.4,67.95,4.59,1.05,2.11,0.61
1718758800,2,168.56,0.0,5.06,67.95,4.41,1.03,2.1,0.55
1718762400,2,170.23,0.0,5.01,66.52,4.47,1.07,2.21,0.51
1718766000,2,171.9,0.03,5.1,65.09,4.53,1.17,2.43,0.47
1718769600,2,173.57,0.22,5.14,64.37,4.71,1.24,2.65,0.47
1718773200,2,176.91,0.49,5.48,63.66,5.01,1.26,2.78,0.53
1718776800,2,180.24,0.71,5.91,63.66,5.19,1.22,2.75,0.59
1718780400,2,180.24,0.73,5.91,65.8,5.36,1.11,2.56,0.63
1718784000,2,180.24,0.95,5.36,68.66,5.48,1.05,2.45,0.64
1718787600,2,178.58,1.06,4.8,71.53,5.42,1.03,2.41,0.65
1718791200,2,176.91,0.89,4.28,73.67,5.01,0.9,2.06,0.6
1718794800,2,173.57,0.82,3.68,75.82,4.35,0.79,1.73,0.55
1718798400,2,171.9,0.8,3.21,76.53,3.87,0.74,1.53,0.52
1718802000,2,170.23,0.64,2.87,77.96,3.25,0.57,1.12,0.44
1718805600,2,168.56,0.45,3.13,77.25,2.95,0.51,0.93,0.4
1718809200,2,168.56,0.26,3.6,75.82,2.71,0.51,0.85,0.39
1718812800,2,171.9,0.28,5.91,69.38,4.29,0.58,1.05,0.56
1718816400,2,176.91,0.41,7.71,62.23,5.9,0.68,1.43,0.73
1718820000,1,181.91,0.36,8.83,57.94,6.97,0.78,1.79,0.77
1718823600,1,191.93,0.27,10.71,49.35,7.63,0.99,2.39,0.73
1718827200,1,196.93,0.04,11.14,39.34,6.79,1.08,2.77,0.59
1718830800,1,191.93,0.01,10.02,34.69,5.42,0.98,2.59,0.49
1718834400,1,178.58,0.01,8.74,32.9,4.53,0.81,2.13,0.45
1718838000,1,168.56,0.01,7.28,33.97,4.29,0.68,1.74,0.41
1718841600,1,165.22,0.01,6.6,33.62,4.29,0.62,1.61,0.39
1718845200,1,163.56,0.04,6.68,25.03,3.87,0.69,1.69,0.32
1718848800,1,166.89,0.19,7.54,14.13,4.23,0.84,1.98,0.37
1718852400,1,173.57,1.09,8.65,7.06,5.54,1.11,2.5,0.52
1718856000,1,188.59,4.36,8.83,3.71,7.33,1.58,3.28,0.66
1718859600,1,226.97,11.51,8.91,3.49,9.18,2.28,4.47,0.78
1718863200,1,267.03,18.1,10.88,5.36,11.32,2.95,5.75,1.06
1718866800,1,211.95,6.54,14.74,34.69,17.88,2.52,5.41,1.47
1718870400,1,183.58,2.99,7.71,51.5,9.66,1.42,3.32,0.97
1718874000,2,175.24,1.68,4.97,66.52,6.97,1.89,3.36,0.8
1718877600,2,168.56,0.91,3.08,77.96,4.23,1.73,2.72,0.53
1718881200,2,166.89,0.73,2.53,77.96,3.4,1.45,2.58,0.43
1718884800,2,166.89,0.68,2.38,78.68,3.13,1.43,2.61,0.41
1718888400,2,168.56,0.62,2.23,78.68,2.86,1.26,2.17,0.41
1718892000,2,168.56,0.57,2.16,77.96,2.59,1.06,1.7,0.44
1718895600,2,168.56,0.54,2.18,75.82,2.32,0.71,1.21,0.45
1718899200,2,168.56,0.5,2.27,72.96,2.24,0.5,0.99,0.44
1718902800,2,168.56,0.4,2.44,72.24,2.32,0.5,1.08,0.44
1718906400,2,166.89,0.25,2.66,70.1,2.41,0.5,1.15,0.48
1718910000,2,166.89,0.11,3.13,68.66,2.74,0.8,1.69,0.58
1718913600,2,166.89,0.01,3.47,70.1,2.98,1.88,3.46,0.66
1718917200,2,166.89,0.0,3.6,71.53,3.07,2.91,5.33,0.67
1718920800,2,165.22,0.0,3.68,70.1,3.16,3.28,6.33,0.63
1718924400,2,165.22,0.0,3.9,67.95,3.43,3.39,6.92,0.59
1718928000,2,165.22,0.0,4.24,65.09,3.67,3.44,7.16,0.53
1718931600,2,165.22,0.0,4.71,61.51,3.87,3.38,7.04,0.49
1718935200,1,165.22,0.0,5.4,56.51,4.29,3.3,6.78,0.48
1718938800,1,166.89,0.07,5.91,51.5,4.83,3.18,6.34,0.5
1718942400,1,170.23,0.52,6.25,46.49,5.66,2.85,5.44,0.64
1718946000,1,175.24,1.48,6.94,42.2,7.15,2.2,3.96,0.94
1718949600,1,180.24,2.32,7.11,44.7,7.33,1.62,2.76,1.06
1718953200,1,176.91,2.04,5.65,52.21,5.48,1.14,1.98,0.78
1718956800,1,178.58,2.07,5.48,56.51,6.02,0.99,1.86,0.72
1718960400,2,181.91,2.29,6.17,60.08,7.45,1.08,2.13,0.79
1718964000,2,186.92,2.46,7.28,67.23,9.42,1.31,2.56,0.88
1718967600,2,191.93,2.26,8.65,73.67,11.21,1.65,3.14,0.94
1718971200,2,195.26,1.87,9.42,77.96,11.92,1.91,3.6,0.95
1718974800,2,195.26,1.59,8.91,79.39,11.44,1.93,3.66,0.9
1718978400,2,191.93,1.69,7.8,76.53,10.25,1.6,3.22,0.82
1718982000,2,185.25,1.69,6.68,72.24,8.34,1.24,2.62,0.7
1718985600,2,186.92,1.98,7.8,67.23,8.7,1.11,2.46,0.77
1718989200,2,191.93,1.98,9.77,63.66,9.66,1.24,2.88,0.85
1718992800,2,191.93,1.24,10.45,61.51,9.3,1.35,3.18,0.82
1718996400,1,191.93,0.53,10.97,59.37,8.94,1.42,3.46,0.77
1719000000,1,195.26,0.12,11.48,56.51,8.94,1.44,3.63,0.78
1719003600,1,196.93,0.02,11.82,52.93,9.06,1.35,3.44,0.79
1719007200,1,195.26,0.0,12.51,49.35,9.18,1.31,3.34,0.7
1719010800,1,191.93,0.0,12.0,45.42,8.7,1.29,3.23,0.51
1719014400,1,188.59,0.0,11.14,42.56,8.23,1.28,3.07,0.38
1719018000,1,188.59,0.0,11.31,40.41,8.58,1.42,3.13,0.38
1719021600,1,186.92,0.0,10.97,40.77,8.34,1.54,3.1,0.34
1719025200,1,180.24,0.03,9.94,41.84,7.09,1.51,3.07,0.26
1719028800,1,175.24,0.21,8.4,43.63,5.84,1.3,2.99,0.21
1719032400,1,178.58,0.95,8.48,44.35,6.32,1.24,3.04,0.31
1719036000,1,186.92,2.57,9.08,44.7,7.45,1.31,3.21,0.49
1719039600,1,186.92,2.49,7.37,57.22,6.97,0.97,2.57,0.55
1719043200,2,183.58,2.1,6.0,63.66,6.44,0.78,2.09,0.51
1719046800,2,178.58,1.72,4.97,69.38,5.96,0.71,1.89,0.46
1719050400,2,171.9,1.03,3.3,75.82,4.05,0.59,1.35,0.32
1719054000,2,170.23,0.84,2.72,77.96,3.28,0.54,1.1,0.27
1719057600,2,170.23,0.8,2.63,78.68,3.04,0.55,1.09,0.25
1719061200,2,170.23,0.75,2.91,77.25,3.07,0.59,1.13,0.26
1719064800,2,170.23,0.73,3.13,75.1,3.04,0.6,1.15,0.26
1719068400,2,170.23,0.69,3.51,72.24,2.89,0.6,1.15,0.26
1719072000,2,171.9,0.58,4.24,69.38,2.92,0.62,1.19,0.27
1719075600,2,173.57,0.41,5.18,66.52,3.25,0.69,1.36,0.3
1719079200,2,173.57,0.19,5.83,64.37,3.55,0.73,1.47,0.34
1719082800,2,173.57,0.07,6.34,62.23,3.87,0.77,1.63,0.39
1719086400,2,173.57,0.01,5.83,60.08,3.64,0.79,1.61,0.46
1719090000,1,170.23,0.0,4.88,57.94,3.1,0.83,1.45,0.53
1719093600,1,166.89,0.0,4.2,56.51,2.68,0.95,1.45,0.55
1719097200,1,166.89,0.0,3.77,55.07,2.47,0.89,1.33,0.51
1719100800,1,166.89,0.0,3.47,55.79,2.32,0.67,1.08,0.47
1719104400,1,165.22,0.0,3.43,56.51,2.38,0.52,0.93,0.43
1719108000,1,163.56,0.0,3.68,55.07,2.59,0.52,0.97,0.44
1719111600,1,163.56,0.01,4.07,53.64,2.89,0.57,1.06,0.47
1719115200,1,163.56,0.08,4.33,52.93,3.16,0.62,1.14,0.51
1719118800,1,166.89,0.44,5.06,52.21,3.87,0.79,1.38,0.63
1719122400,1,170.23,1.26,5.91,50.07,4.95,0.99,1.68,0.83
1719126000,1,171.9,1.96,6.25,49.35,5.96,1.13,1.95,1.0
1719129600,1,170.23,1.87,6.0,51.5,6.14,1.18,2.1,1.03
1719133200,1,165.22,1.56,5.14,55.79,5.6,1.25,2.18,0.94
1719136800,2,163.56,0.78,5.01,62.94,4.77,1.35,2.2,0.71
1719140400,2,166.89,0.82,5.74,66.52,5.07,1.39,2.35,0.62
1719144000,2,168.56,0.82,6.25,68.66,5.07,1.34,2.38,0.54
1719147600,2,170.23,0.92,6.68,69.38,5.36,1.39,2.49,0.52
1719151200,2,173.57,1.06,6.43,69.38,5.25,1.44,2.58,0.49
1719154800,2,173.57,1.13,6.08,70.1,4.77,1.51,2.54,0.46
1719158400,2,175.24,1.1,6.43,70.81,4.71,1.66,2.64,0.44
1719162000,2,178.58,0.94,7.8,70.81,5.66,1.97,3.12,0.51
1719165600,2,183.58,0.6,9.34,70.81,6.91,2.24,3.56,0.62
1719169200,2,191.93,0.29,12.0,65.09,8.34,2.54,4.12,0.78
1719172800,1,210.29,0.04,15.42,54.36,10.01,2.98,4.85,1.03
1719176400,1,226.97,0.0,18.34,43.63,10.61,3.48,5.61,1.28
1719180000,1,220.3,0.01,18.51,31.47,8.11,4.09,6.34,1.03
1719183600,1,208.62,0.07,17.48,20.56,6.62,4.55,6.87,0.65
1719187200,1,201.94,0.17,15.94,13.77,6.38,4.84,7.29,0.44
1719190800,1,195.26,0.29,14.05,10.28,6.26,5.02,7.58,0.4
1719194400,1,190.26,0.42,13.02,8.49,6.44,5.19,7.88,0.42
1719198000,1,190.26,1.15,12.34,6.88,6.85,5.44,8.34,0.47
1719201600,1,193.6,4.19,9.85,8.31,7.09,5.56,8.62,0.51
1719205200,1,211.95,8.16,8.91,9.57,7.51,5.5,8.61,0.73
1719208800,1,220.3,10.51,9.08,12.52,7.99,5.02,7.88,1.11
1719212400,1,176.91,1.93,6.43,57.94,6.91,2.3,3.59,0.87
1719216000,2,173.57,1.34,5.23,66.52,6.26,2.05,3.02,0.78
1719219600,2,171.9,1.19,5.1,69.38,6.56,2.2,3.11,0.82
1719223200,2,171.9,1.1,5.48,70.81,7.09,2.31,3.21,0.86
1719226800,2,175.24,1.15,6.94,70.81,8.34,2.34,3.31,0.93
1719230400,2,181.91,1.19,10.02,67.95,10.49,2.52,3.89,1.09
1719234000,2,190.26,1.56,12.34,71.53,12.87,3.58,5.71,1.23
1719237600,2,196.93,1.93,12.34,83.68,14.19,5.43,8.11,1.23
1719241200,2,193.6,1.75,10.28,90.84,12.28,5.98,8.59,1.08
1719244800,2,190.26,1.75,9.42,88.69,10.73,5.54,7.96,0.97
1719248400,2,188.59,1.59,9.68,75.1,9.66,4.13,6.41,0.89
1719252000,2,185.25,0.99,9.25,65.8,8.34,2.76,4.77,0.76
1719255600,1,188.59,0.42,9.85,55.79,7.39,1.9,3.74,0.67
1719259200,1,195.26,0.05,11.65,46.49,7.75,1.68,3.52,0.7
1719262800,1,201.94,0.0,13.19,41.48,8.23,1.71,3.62,0.69
1719266400,1,201.94,0.0,14.39,38.62,8.82,1.82,3.88,0.61
1719270000,1,201.94,0.0,15.25,37.55,10.13,2.08,4.31,0.58
1719273600,1,203.61,0.0,15.94,37.55,11.32,2.61,4.88,0.55
1719277200,1,196.93,0.0,14.39,41.13,10.37,3.27,5.44,0.44
1719280800,1,188.59,0.0,12.51,44.7,9.18,4.26,6.36,0.38
1719284400,1,186.92,0.1,11.82,44.7,8.94,5.77,8.04,0.38
1719288000,1,190.26,0.91,11.65,41.48,9.54,6.74,9.26,0.47
1719291600,1,200.27,2.79,12.17,36.84,11.56,6.47,9.34,0.79
1719295200,1,213.62,5.36,13.02,33.97,13.95,5.79,9.01,1.22
1719298800,1,208.62,5.31,12.51,42.92,14.9,4.5,7.76,1.44
1719302400,1,203.61,4.75,11.82,52.93,15.74,3.94,7.4,1.55
1719306000,2,198.6,3.91,11.31,64.37,16.45,4.06,7.68,1.65
1719309600,2,175.24,1.47,5.44,82.97,8.11,3.25,4.99,0.93
1719313200,2,170.23,1.01,4.11,89.41,6.32,3.39,4.6,0.75
1719316800,2,168.56,0.95,4.07,92.98,6.26,3.8,4.91,0.7
1719320400,2,168.56,0.91,4.16,95.84,6.32,4.22,5.3,0.63
1719324000,2,170.23,0.95,4.37,92.98,6.26,4.11,5.2,0.61
1719327600,2,170.23,1.03,4.58,82.97,5.78,2.99,3.93,0.6
1719331200,2,173.57,1.24,5.65,73.67,6.5,2.08,3.01,0.7
1719334800,2,178.58,1.19,6.85,70.81,7.51,2.04,3.13,0.82
1719338400,2,178.58,0.75,7.71,71.53,7.87,2.63,3.81,0.89
1719342000,2,181.91,0.31,9.42,70.81,9.18,3.3,4.69,1.01
1719345600,2,183.58,0.02,9.25,70.81,8.94,3.73,5.3,1.01
1719349200,2,178.58,0.0,8.48,71.53,7.63,3.81,5.4,0.9
1719352800,2,175.24,0.0,8.05,70.81,6.79,3.86,5.44,0.75
1719356400,2,175.24,0.0,8.4,68.66,6.97,4.1,5.73,0.67
1719360000,2,176.91,0.0,8.83,65.8,7.27,4.45,6.21,0.62
1719363600,2,178.58,0.0,9.17,61.51,7.33,4.72,6.64,0.57
1719367200,1,180.24,0.0,9.6,55.07,7.57,4.91,6.99,0.54
1719370800,1,180.24,0.08,10.28,48.64,7.99,5.08,7.35,0.54
1719374400,1,183.58,0.82,10.71,42.2,8.94,5.14,7.69,0.64
1719378000,1,193.6,2.49,11.31,37.55,10.85,5.1,8.02,0.98
1719381600,1,203.61,4.58,12.17,36.84,12.99,4.92,8.23,1.38
1719385200,1,203.61,4.47,12.17,49.35,14.54,4.28,7.89,1.57
1719388800,1,196.93,3.86,10.97,58.65,14.54,4.25,8.08,1.58
1719392400,2,188.59,2.99,9.34,69.38,13.59,4.38,8.03,1.52
1719396000,2,171.9,1.06,4.46,92.98,6.44,3.44,5.89,0.96
1719399600,2,166.89,0.79,3.56,97.27,5.19,3.38,5.62,0.88
1719403200,2,166.89,0.79,3.64,97.27,5.19,3.46,5.62,0.9
1719406800,2,166.89,0.78,3.73,97.27,5.3,3.58,5.7,0.92
1719410400,2,168.56,0.8,4.03,98.71,5.6,3.78,5.85,0.93
1719414000,3,168.56,0.82,4.58,100.14,5.9,3.99,5.94,0.92
1719417600,2,178.58,1.24,7.63,94.41,9.06,4.35,6.37,1.12
1719421200,2,186.92,1.4,10.2,84.4,11.44,4.58,6.74,1.25
1719424800,2,186.92,0.87,10.54,77.96,10.97,4.69,6.7,1.17
1719428400,2,191.93,0.33,11.65,72.96,11.32,5.13,7.04,1.19
1719432000,2,196.93,0.03,12.0,69.38,11.21,5.69,7.68,1.2
1719435600,2,191.93,0.0,11.31,67.95,9.78,5.81,7.84,1.08
1719439200,2,186.92,0.0,10.8,63.66,8.11,5.51,7.41,0.81
1719442800,1,185.25,0.0,10.8,57.22,7.27,5.2,7.04,0.63
1719446400,1,185.25,0.0,11.14,50.78,7.15,5.17,7.06,0.51
1719450000,1,185.25,0.0,11.65,45.06,7.21,5.29,7.28,0.44
1719453600,1,186.92,0.0,12.34,38.98,7.57,5.57,7.66,0.38
1719457200,1,190.26,0.13,13.54,33.97,8.34,5.96,8.16,0.35
1719460800,1,196.93,1.41,14.22,30.4,9.66,6.44,8.8,0.4
1719464400,1,216.96,4.41,15.42,27.54,11.92,7.06,9.7,0.7
1719468000,1,250.34,8.94,17.99,27.18,15.14,7.91,10.95,1.23
1719471600,2,250.34,7.26,21.76,53.64,24.08,8.77,12.39,1.88
1719475200,2,247.0,6.2,21.25,70.81,26.7,9.36,13.06,2.09
1719478800,2,236.99,4.97,19.54,88.69,27.66,10.03,13.79,2.12
1719482400,3,190.26,1.62,7.71,105.86,12.04,6.93,8.64,1.08
1719486000,3,178.58,1.01,5.18,111.58,8.46,5.76,6.89,0.85
1719489600,3,178.58,1.01,5.27,113.01,8.46,5.61,6.63,0.88
1719493200,3,178.58,1.05,5.57,111.58,8.7,5.63,6.61,0.92
1719496800,3,178.58,1.06,5.83,110.15,8.58,5.51,6.45,0.94
1719500400,3,178.58,1.06,6.25,107.29,8.11,4.74,5.62,0.92
1719504000,3,181.91,1.16,7.45,100.14,8.46,4.15,5.06,0.98
1719507600,2,188.59,1.16,9.42,92.98,9.78,4.61,5.83,1.12
1719511200,2,188.59,0.71,10.45,90.12,9.89,5.24,6.71,1.11
1719514800,2,191.93,0.29,12.51,82.97,11.21,5.78,7.65,1.11
1719518400,2,195.26,0.02,12.85,76.53,11.44,6.61,8.58,1.14
1719522000,2,195.26,0.0,12.34,75.1,10.85,7.81,9.67,1.12
1719525600,2,190.26,0.0,11.65,77.96,10.25,9.11,10.86,1.01
1719529200,2,186.92,0.0,10.97,80.82,9.89,10.11,11.8,1.01
1719532800,2,185.25,0.0,10.62,80.82,9.89,10.74,12.43,1.0
1719536400,2,185.25,0.0,10.88,77.25,10.25,10.82,12.55,0.9
1719540000,2,185.25,0.0,11.14,72.24,10.13,10.81,12.69,0.7
1719543600,2,183.58,0.04,11.14,68.66,9.3,10.0,12.06,0.52
1719547200,2,183.58,0.36,10.54,65.09,8.34,9.0,11.25,0.44
1719550800,2,191.93,0.91,10.97,62.23,8.34,9.54,11.97,0.54
1719554400,2,198.6,1.7,12.17,60.8,8.58,8.91,11.48,0.7
1719558000,2,191.93,0.39,13.19,60.08,8.34,7.41,10.0,0.81
1719561600,1,191.93,0.5,13.19,56.51,9.89,7.42,9.97,0.96
1719565200,1,191.93,0.52,13.88,51.5,11.8,7.08,9.4,1.17
1719568800,1,183.58,0.27,10.88,55.79,9.06,5.93,7.25,1.22
1719572400,1,183.58,0.25,10.54,54.36,8.23,5.69,6.76,1.22
1719576000,1,186.92,0.32,10.45,56.51,7.87,5.97,7.06,1.08
1719579600,2,193.6,0.55,10.28,61.51,8.34,6.7,7.94,1.04
1719583200,2,201.94,0.61,10.37,68.66,8.7,7.05,8.31,1.04
1719586800,2,211.95,0.67,10.28,73.67,8.46,6.62,7.75,0.97
1719590400,2,223.64,0.15,11.65,73.67,8.58,5.66,6.47,0.76
1719594000,2,233.65,0.03,12.17,70.81,8.7,5.4,6.1,0.63
1719597600,2,223.64,0.0,10.54,68.66,7.63,5.91,6.64,0.49
1719601200,2,220.3,0.0,9.94,65.09,7.33,7.47,8.37,0.44
1719604800,1,216.96,0.0,10.11,57.22,7.03,9.51,10.72,0.45
1719608400,1,203.61,0.0,8.74,46.49,5.6,8.07,9.12,0.41
1719612000,1,181.91,0.0,6.34,48.64,4.53,4.23,5.03,0.37
1719615600,2,170.23,0.0,4.5,61.51,3.55,2.67,3.45,0.37
1719619200,2,165.22,0.0,3.86,70.81,3.22,2.84,3.73,0.41
1719622800,2,163.56,0.0,3.26,76.53,2.8,3.29,4.34,0.45
1719626400,2,163.56,0.0,3.13,75.82,2.74,3.21,4.54,0.43
1719630000,2,165.22,0.01,3.13,72.24,2.71,2.83,4.38,0.38
1719633600,2,166.89,0.14,3.0,66.52,2.71,2.17,3.73,0.36
1719637200,2,168.56,0.37,2.96,62.94,2.74,1.54,2.98,0.4
1719640800,2,168.56,0.64,2.91,60.8,2.71,1.21,2.5,0.42
1719644400,2,168.56,0.75,2.61,61.51,2.68,1.04,2.19,0.41
1719648000,2,166.89,0.7,2.21,62.94,2.56,0.92,1.97,0.39
1719651600,2,165.22,0.63,1.88,63.66,2.41,0.83,1.83,0.38
1719655200,2,163.56,0.53,1.67,62.94,2.21,0.71,1.67,0.35
1719658800,2,161.89,0.42,1.56,62.23,1.94,0.54,1.3,0.3
1719662400,2,161.89,0.35,1.56,61.51,1.77,0.5,1.1,0.28
1719666000,2,161.89,0.34,1.54,62.23,1.71,0.5,1.03,0.28
1719669600,2,161.89,0.36,1.65,64.37,1.82,0.5,1.08,0.3
1719673200,2,163.56,0.39,1.84,67.95,1.94,0.5,1.16,0.33
1719676800,2,163.56,0.39,2.16,70.1,2.18,0.57,1.32,0.37
1719680400,2,165.22,0.34,2.59,70.1,2.53,0.68,1.58,0.43
1719684000,2,165.22,0.21,3.04,68.66,2.83,0.82,1.88,0.49
1719687600,2,168.56,0.11,4.63,64.37,4.05,0.97,2.3,0.64
1719691200,2,171.9,0.01,5.48,60.08,4.47,1.08,2.66,0.74
1719694800,1,173.57,0.0,5.57,59.37,4.29,1.16,2.8,0.77
1719698400,1,170.23,0.0,6.0,55.79,3.87,1.2,2.83,0.74
1719702000,1,170.23,0.0,6.51,47.21,3.87,1.26,2.94,0.7
1719705600,1,170.23,0.0,7.2,37.91,4.23,1.36,3.23,0.66
1719709200,1,171.9,0.01,8.31,30.76,4.83,1.49,3.57,0.64
1719712800,1,171.9,0.02,9.68,26.46,5.42,1.64,3.87,0.59
1719716400,1,173.57,0.18,11.31,25.75,6.68,1.79,4.16,0.66
1719720000,1,176.91,1.33,11.65,27.89,8.7,1.88,4.44,0.89
1719723600,1,188.59,3.27,11.65,29.33,10.61,1.96,4.73,1.31
1719727200,1,203.61,5.36,12.34,32.9,13.35,2.11,5.18,1.77
1719730800,1,180.24,0.98,8.48,57.94,7.99,1.38,3.21,1.35
1719734400,2,171.9,0.75,5.48,65.09,5.9,1.23,2.66,1.08
1719738000,2,170.23,0.74,4.58,69.38,5.54,1.27,2.65,1.0
1719741600,2,170.23,0.54,4.71,72.24,5.48,1.3,2.67,0.96
1719745200,2,171.9,0.61,5.44,71.53,6.26,1.32,2.63,0.97
1719748800,2,173.57,0.73,6.51,72.24,7.27,1.39,2.57,0.97
1719752400,2,185.25,0.98,11.14,65.8,11.21,1.6,2.75,1.09
1719756000,1,191.93,1.09,13.54,56.51,11.44,2.03,3.31,1.0
1719759600,1,183.58,0.78,11.65,51.5,7.75,2.53,3.87,0.56
1719763200,1,175.24,0.34,9.77,53.64,5.07,2.67,3.8,0.36
1719766800,2,170.23,0.12,8.14,60.08,3.81,2.51,3.4,0.29
